total_loss,exit1_loss,exit2_loss,full_loss,cascade_loss,diversity_loss,distribution_loss,actual_exit1_rate,actual_exit2_rate,exit1_confidence,exit2_confidence,full_confidence,confidence_std_exit1,confidence_std_exit2,curriculum_exit1_threshold,curriculum_exit2_threshold,temperature1_clamped,temperature2_clamped,temperature_full_clamped,warmup_weight
364.0293228149414,775.3733213378906,812.4064979003906,728.0586456298828,0.20419760072231294,0.08359214617013931,0.3364699969314039,0.8058,0.1188,0.41937376103401186,0.4723105989933014,0.3958051150083542,0.008068261809833348,0.008083922013267875,0.3499999940395355,0.44999998807907104,1.4953098893165588,1.4953098893165588,0.9975294935226441,0.0
259.20719686889646,774.3248591796875,847.8806911865234,518.4143937377929,0.22585406641960143,0.010711583137512207,0.3008499958364293,0.763,0.138,0.4179034398794174,0.4777231402873993,0.5086456729769707,0.009123636392597109,0.013221638465579598,0.36000001430511475,0.46000000834465027,1.4859968615531922,1.4859968615531922,0.9947463311672211,0.0
244.34286403808593,773.4368829589844,853.6018021972657,488.68572807617187,0.24610329415798188,3.349027633666992e-05,0.2670299951590598,0.7132,0.1518,0.4190405255079269,0.476895717549324,0.5670241423606872,0.011862349941767752,0.011943545924639329,0.3700000047683716,0.4699999988079071,1.4768510451316834,1.4768510451316834,0.9944078892707825,0.0
313.7416737915039,565.908027709961,505.85043576660155,484.7415330932617,0.18346936230659486,0.06353454847997055,0.14318000208884477,0.0712,0.0272,0.0963227041374892,0.04808630408816971,0.5866218456983566,0.011289730575948488,0.01210092063661432,0.3799999952316284,0.47999998927116394,1.736345418548584,2.2702611145019533,0.9412126121044159,0.19999999999999998
358.12578994140625,368.02729743652344,360.73598204345706,478.5078686767578,0.15305487080812455,0.0018085959078744053,0.15146000351905822,0.0024,0.0028,0.008062158226594328,0.008593753587082028,0.569260712480545,0.0018241257567322463,0.0028237714240698553,0.38999998569488525,0.49000000953674316,1.6893327587127684,2.5018374973297117,0.9387532472610474,0.4666666666666668
416.92745415039064,359.37350168457033,345.0213057861328,473.28580080566405,0.14042511892914772,0.0004395701689645648,0.1499500035762787,0.0,0.0146,0.006752488207072019,0.01805962994620204,0.5503341508865356,0.00020083624752951435,0.020375133930797165,0.4000000059604645,0.5,1.624920158481598,2.786866922569275,0.9387532472610474,0.7333333333333334
475.7752986938477,352.83924145507814,336.57065968017577,470.547019909668,0.13002088767290115,3.450736030936241e-06,0.15236000356674195,0.0004,0.0,0.007821033814921975,0.007880120323970913,0.5287216285347939,5.116605509847432e-05,0.00016993646672854083,0.4099999964237213,0.5099999904632568,1.5695501271247865,2.9474753856658937,0.9387532472610474,1.0
471.96621096191404,348.26950546875,333.4498372436523,468.1673890258789,0.129946785479784,2.6510342955589296e-06,0.1521700035572052,0.0008,0.0002,0.008659881208837032,0.008842308259755374,0.5187753560066223,3.542750334245284e-05,9.444313573367253e-05,0.41999998688697815,0.5199999809265137,1.5629987736701965,2.9491888664245605,0.9387532472610474,1.0
469.2315358520508,345.1911149658203,331.7397820068359,465.912780078125,0.13293642917275428,6.846562027931213e-08,0.15236000356674195,0.0004,0.0,0.008843222323805093,0.009056806678324938,0.5206011876225471,4.510452728154633e-05,0.00014440656092629069,0.4300000071525574,0.5299999713897705,1.5590286254882812,2.938222064590454,0.9387532472610474,1.0
463.86918129882815,341.40043854370117,327.91256459350586,460.5242255493164,0.1330598698616028,3.2148510217666624e-08,0.15243000357151032,0.0002,0.0,0.008915309967845678,0.008992759400606155,0.5490395104885102,3.322703261937932e-05,3.6894852152545355e-05,0.4399999976158142,0.5400000214576721,1.5540047507286072,2.9271556659698486,0.9387532472610474,1.0
460.5957675048828,338.96457895507814,325.9949282836914,456.97317341308593,0.13159395956397058,0.0001868934977799654,0.15238000357151033,0.0002,0.0022,0.007948670720681549,0.009796423760801554,0.5381362877845765,9.959933945183366e-05,0.0025802210184127034,0.44999998807907104,0.550000011920929,1.4967084171295166,2.942496396446228,0.9387532472610474,1.0
459.779733996582,339.0108719726563,325.3302787963867,455.8451396850586,0.13051889923810958,9.640518575906754e-07,0.1525000035762787,0.0,0.0,0.0060020602367818355,0.006117393812164664,0.5651301613807678,0.00019706219411164057,0.0006126298786072766,0.46000000834465027,0.5600000023841858,1.2523030654907226,3.0,0.9387532472610474,1.0
456.6449688232422,336.727216027832,323.22908504638673,452.6257319580078,0.14078335955739021,4.489421844482422e-08,0.1525000035762787,0.0,0.0,0.006817358577251434,0.006916301083564758,0.5475964797496795,0.0001276085720703122,0.0002911685196493636,0.4699999988079071,0.5699999928474426,1.1925589913368224,3.0,0.9387532472610474,1.0
454.96371627197266,336.1280714111328,322.0938361206055,450.52987529296877,0.1511377997517586,4.5413151383399964e-07,0.1525000035762787,0.0,0.0,0.00731168990470469,0.00741424500644207,0.5392185301780701,6.023754975940392e-05,0.00019385385468740423,0.47999998927116394,0.5799999833106995,1.168643996334076,3.0,0.9387532472610474,1.0
452.68172658691407,335.2173712890625,320.5796423461914,447.72348212890626,0.15302927725315094,8.261650800704956e-08,0.1525000035762787,0.0,0.0,0.007625415935367346,0.007688871989771724,0.5622802678108215,4.2633973008560133e-05,0.00014660605956341897,0.49000000953674316,0.5899999737739563,1.1669066891670228,3.0,0.9387532472610474,1.0
452.76896721191406,335.58848255615237,320.6645764038086,447.60720793457034,0.15445894654393197,8.22194293141365e-07,0.1525000035762787,0.0,0.0,0.007760924802720547,0.007900109028816223,0.5601173068523407,2.345477705448502e-05,9.967015895235818e-05,0.5,0.6000000238418579,1.159204126739502,3.0,0.9387532472610474,1.0
448.5474876464844,333.5124181640625,318.02491154785156,442.5214038208008,0.15678183467388154,5.333125591278076e-09,0.15243000357151032,0.0002,0.0,0.007894633363187313,0.00797447360008955,0.5468570116996765,1.543611175361548e-05,9.602500127402891e-05,0.5099999904632568,0.6100000143051147,1.1669567115783692,3.0,0.9387532472610474,1.0
448.6865397216797,333.1130651245117,318.3463723266602,442.7818969238281,0.1571643100500107,2.501159906387329e-09,0.1525000035762787,0.0,0.0,0.007963189919292927,0.00802576790601015,0.547700774526596,1.6097508871462196e-05,0.00011177455571450992,0.5199999809265137,0.6200000047683716,1.1714458163261414,3.0,0.9387532472610474,1.0
445.9579120361328,332.6371321044922,316.5476492431641,439.0492447509766,0.15651102463006974,8.819252252578735e-09,0.1525000035762787,0.0,0.0,0.00799761568903923,0.008042101431638003,0.5467137647151947,1.5388173415522033e-05,8.839877899954445e-05,0.5299999713897705,0.6299999952316284,1.1735431965827943,3.0,0.9387532472610474,1.0
447.3104227661133,333.43470275878906,317.2975164794922,440.67580466308596,0.15676192278862,0.0,0.1525000035762787,0.0,0.0,0.008004162134230136,0.008050614632666112,0.5474088254451752,1.3820238538210106e-05,8.973962685704464e-05,0.5400000214576721,0.6399999856948853,1.1734697073936462,3.0,0.9387532472610474,1.0
